scheme_code,scheme_name,isin_growth,isin_reinvestment,plan,aum,ter_pct,ter_date,nsdl_scheme_code
105857,LIC MF Banking & PSU Fund-Regular Plan-Weekly IDCW,INF767K01568,INF767K01576,regular,6049000,0.65,2026-08-02,LICM/O/D/BPF/07/05/0013
148419,Mirae Asset Banking and PSU Fund - Direct Plan - Growth,INF769K01FY9,,direct,114489000,0.37,2026-08-02,MIRA/O/D/BPF/20/03/0018
148417,Mirae Asset Banking and PSU Fund - Direct Plan - IDCW,INF769K01FX1,INF769K01FZ6,direct,2185000,0.37,2026-08-02,MIRA/O/D/BPF/20/03/0018
148416,Mirae Asset Banking and PSU Fund - Regular Plan - Growth,INF769K01FV5,,regular,297408000,0.82,2026-08-02,MIRA/O/D/BPF/20/03/0018
148418,Mirae Asset Banking and PSU Fund - Regular plan - IDCW,INF769K01FU7,INF769K01FW3,regular,1525000,0.82,2026-08-02,MIRA/O/D/BPF/20/03/0018
134555,NIPPON INDIA BANKING and PSU  FUND - Direct Plan - IDCW Option,INF204KA1U79,INF204KA1U87,direct,4560000,,,
134553,NIPPON INDIA BANKING and PSU  FUND - WEEKLY IDCW Option,INF204KA1U12,INF204KA1U20,unspecified,306000,,,
134547,Nippon India Banking and PSU  Fund- Direct Plan-Growth Plan- Growth Option,INF204KA1U53,,direct,41793281000,,,
134550,NIPPON INDIA BANKING and PSU FUND - Direct Plan - MONTHLY IDCW Option,INF204KA1V37,INF204KA1V45,direct,2659000,,,
134556,NIPPON INDIA BANKING and PSU FUND - Direct Plan - QUARTERLY IDCW Option,INF204KA1U95,INF204KA1V03,direct,852000,,,
134554,NIPPON INDIA BANKING and PSU FUND - Direct Plan - WEEKLY IDCW Option,INF204KA1V11,INF204KA1V29,direct,2504000,,,
134548,NIPPON INDIA BANKING and PSU FUND - IDCW Option,INF204KA1T72,INF204KA1T80,unspecified,117482000,,,
134549,NIPPON INDIA BANKING and PSU FUND - MONTHLY IDCW Option,INF204KA1U38,INF204KA1U46,unspecified,4246000,,,
134551,NIPPON INDIA BANKING and PSU FUND - QUARTERLY IDCW Option,INF204KA1T98,INF204KA1U04,unspecified,2027000,,,
134552,Nippon India Banking and PSU Fund- Direct Plan-Growth Plan- Bonus Option,INF204KA1U61,,direct,68000,,,
134546,Nippon India Banking and PSU Fund- Growth Plan- Bonus Option,INF204KA1T64,,unspecified,,,,
134545,Nippon India Banking and PSU Fund- Growth Plan- Growth Option,INF204KA1T56,,unspecified,9876929000,,,
125502,SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),,INF200K01V16,direct,11403000,,,
125503,SBI BANKING & PSU FUND - Direct Plan - Growth,INF200K01V08,,direct,27032283000,,,
125505,SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V40,INF200K01V57,direct,61063000,,,
125504,SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01V32,INF200K01V24,direct,3881000,,,
125498,SBI BANKING & PSU FUND - Regular Paln - Growth,INF200K01U41,,regular,11759572000,,,
125499,SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),,INF200K01U58,regular,16824000,,,
125501,SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U82,INF200K01U90,regular,25613000,,,
125500,SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01U74,INF200K01U66,regular,3432000,,,
134363,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Growth,INF903J017I5,,direct,,,,
134370,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Monthly Dividend,INF903J012J4,INF903J013J2,direct,,,,
134369,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Direct Quarterly Dividend,INF903J019I1,INF903J014J0,direct,,,,
134355,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Annual Bonus,INF903J016I7,,regular,,,,
134358,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Daily Dividend Reinvestment,,INF903J010I0,regular,,,,
134356,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Growth,INF903J016H9,,regular,,,,
134359,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Monthly Dividend,INF903J018H5,INF903J012I6,regular,,,,
134361,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Bonus,INF903J014I2,,regular,,,,
134362,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Quarterly Dividend,INF903J019H3,INF903J013I4,regular,,,,
134360,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund) - Regular Weekly Dividend,INF903J017H7,INF903J011I8,regular,,,,
119629,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Bonus,INF903J01RI4,,direct,,,,
119627,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903J01PC1,direct,,,,
119625,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Growth,INF903J01PA5,,direct,1089504000,,,
119626,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01PB3,INF903J01PE7,direct,1921000,,,
118326,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,INF903J01LY4,,regular,,,,
100782,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903J01IP8,regular,,,,
100784,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,INF903J01IN3,,regular,1668113000,,,
100793,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),INF903J01IO1,INF903J01IR4,regular,17657000,,,
100783,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),,INF903J01IQ6,regular,,,,
100781,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Growth,INF903J01IK9,,unspecified,,,,
100780,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),INF903J01IL7,INF903J01IM5,unspecified,,,,
140135,UTI Banking & PSU Fund - Direct Plan - Annual IDCW,INF789FA1V03,INF789FA1V11,direct,1425000,,,
133972,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,INF789FA1V29,INF789FA1V37,direct,324000,,,
126940,UTI Banking & PSU Fund - Direct Plan - Growth Option,INF789F015Z6,,direct,9802144000,,,
141375,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,INF789FA1U87,INF789FA1U95,direct,199000,,,
134026,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,INF789FC1HE1,INF789FC1HF8,direct,1703000,,,
126942,UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW,INF789F016Z4,INF789F017Z2,direct,2411000,,,
140116,UTI Banking & PSU Fund - Regular Plan - Annual IDCW,INF789FA1U46,INF789FA1U53,regular,1221000,,,
133971,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,INF789FA1U61,INF789FA1U79,regular,2497000,,,
139407,UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,INF789FA1U20,INF789FA1U38,regular,516000,,,
136110,UTI Banking & PSU Fund - Regular Plan - Monthly IDCW,INF789FC1HC5,INF789FC1HD3,regular,574000,,,
126941,UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,INF789F012Z3,INF789F013Z1,regular,59470000,,,
126939,UTI Banking & PSU Fund- Regular Plan - Growth Option,INF789F014Z9,,regular,2028115000,,,
119533,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,INF209K01S38,,direct,182238519000,,,
103178,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,INF209K01785,,regular,64806555000,,,
124832,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,INF209KA1KT0,,direct,159709000,,,
119532,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,INF209K01N90,INF209KA1KU8,direct,27027000,,,
124833,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,INF209KA1KS2,,regular,81685000,,,
103183,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,INF209K01983,INF209K01DL8,regular,232367000,,,
141586,Axis Corporate Bond Fund - Direct Plan - Daily IDCW,INF846K01ZN6,,direct,1377000,,,
141590,Axis Corporate Bond Fund - Direct Plan - Monthly IDCW,INF846K01ZQ9,INF846K01ZR7,direct,107346000,,,
141591,Axis Corporate Bond Fund - Direct Plan - Regular IDCW,INF846K01ZS5,INF846K01ZT3,direct,2098000,,,
141587,Axis Corporate Bond Fund - Direct Plan - Weekly IDCW,INF846K01ZO4,INF846K01ZP1,direct,1467000,,,
141588,Axis Corporate Bond Fund - Direct Plan Growth,INF846K01ZM8,,direct,78513935000,,,
141589,Axis Corporate Bond Fund - Regular Plan - Daily IDCW,INF846K01ZV9,,regular,3740000,,,
141594,Axis Corporate Bond Fund - Regular Plan - Monthly IDCW,INF846K01ZY3,INF846K01ZZ0,regular,20902000,,,
141595,Axis Corporate Bond Fund - Regular Plan - Regular IDCW,INF846K01A03,INF846K01A11,regular,5128000,,,
141592,Axis Corporate Bond Fund - Regular Plan - Weekly IDCW,INF846K01ZW7,INF846K01ZX5,regular,656000,,,
141593,Axis Corporate Bond Fund - Regular Plan Growth,INF846K01ZU1,,regular,6227056000,,,
139201,BANDHAN Corporate Bond Fund - Direct Annual IDCW,INF194KA1T34,INF194KA1T42,direct,437000,,,
135916,BANDHAN Corporate Bond Fund - Direct Growth,INF194KA1M23,,direct,112748402000,,,
139200,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,INF194KA1T00,INF194KA1T18,direct,76000,,,
139198,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,INF194KA1S43,INF194KA1S50,direct,5825000,,,
135917,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,INF194KA1M31,INF194KA1M49,direct,4003000,,,
139199,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,INF194KA1S76,INF194KA1S84,direct,2025000,,,
139204,BANDHAN Corporate Bond Fund - Regular Annual IDCW,INF194KA1S19,INF194KA1S27,regular,908000,,,
135914,BANDHAN Corporate Bond Fund - Regular Growth,INF194KA1L81,,regular,23681027000,,,
139203,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,INF194KA1R85,INF194KA1R93,regular,7596000,,,
139202,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,INF194KA1R28,INF194KA1R36,regular,8307000,,,
135915,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,INF194KA1L99,INF194KA1M07,regular,11885000,,,
139205,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,INF194KA1R51,INF194KA1R69,regular,6118000,,,
150230,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,INF251K01EN4,INF251K01EO2,unspecified,558000,,,
150229,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,INF251K01EI4,,unspecified,25447000,,,
150231,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,INF251K01EJ2,INF251K01EK0,unspecified,418000,,,
150228,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,INF251K01EL8,INF251K01EM6,unspecified,1658000,,,
150236,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,INF251K01GU4,INF251K01GV2,direct,323000,,,
150237,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,INF251K01GP4,,direct,2300687000,,,
150238,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,INF251K01GQ2,INF251K01GR0,direct,515000,,,
150239,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,INF251K01GS8,INF251K01GT6,direct,170000,,,
150233,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,INF251K01EU9,INF251K01EV7,regular,436000,,,
150235,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,INF251K01EP9,,regular,227350000,,,
150234,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,INF251K01EQ7,INF251K01ER5,regular,528000,,,
150232,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,INF251K01ES3,INF251K01ET1,regular,721000,,,
126685,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,INF760K01HB2,,direct,147935000,,,
126686,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01HC0,INF760K01HD8,direct,1507000,,,
126687,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,INF760K01GY6,,regular,930593000,,,
126688,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01GZ3,INF760K01HA4,regular,3232000,,,
144646,DSP Corporate Bond Fund - Direct - Growth,INF740KA1KE8,,direct,21165435000,,,
144647,DSP Corporate Bond Fund - Direct - IDCW,INF740KA1KF5,INF740KA1KG3,direct,760000,,,
144651,DSP Corporate Bond Fund - Direct - IDCW - Monthly,INF740KA1KH1,INF740KA1KI9,direct,247000,,,
144648,DSP Corporate Bond Fund - Direct - IDCW - Quarterly,INF740KA1KJ7,INF740KA1KK5,direct,460000,,,
144644,DSP Corporate Bond Fund - Regular - Growth,INF740KA1JX0,,regular,9185566000,,,
144650,DSP Corporate Bond Fund - Regular - IDCW,INF740KA1JY8,INF740KA1JZ5,regular,3345000,,,
144645,DSP Corporate Bond Fund - Regular - IDCW - Monthly,INF740KA1KA6,INF740KA1KB4,regular,114000,,,
144649,DSP Corporate Bond Fund - Regular - IDCW - Quarterly,INF740KA1KC2,INF740KA1KD0,regular,592000,,,
119289,Franklin India Corporate Debt Fund - Direct - Bonus,INF090I01KC0,,direct,,,,
118569,Franklin India Corporate Debt Fund - Direct - GROWTH,INF090I01FW8,,direct,6842345000,,,
100528,Franklin India Corporate Debt Fund - Growth,INF090I01DG6,,unspecified,6233696000,,,
100532,Franklin India Corporate Debt Fund - Monthly Bonus,INF090I01DC5,,unspecified,,,,
100527,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,INF090I01DH4,INF090I01DI2,unspecified,32446000,,,
118570,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,INF090I01FX6,INF090I01FY4,direct,4746000,,,
118573,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,INF090I01FU2,INF090I01FV0,direct,2540000,,,
118571,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,INF090I01FQ0,INF090I01FR8,direct,14584000,,,
118572,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,INF090I01FS6,INF090I01FT4,direct,8673000,,,
100531,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,INF090I01DN2,INF090I01DO0,unspecified,7552000,,,
100529,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,INF090I01DJ0,INF090I01DK8,unspecified,29932000,,,
100530,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,INF090I01DL6,INF090I01DM4,unspecified,15907000,,,
113070,HDFC Corporate Bond Fund - Growth Option,INF179K01DC2,,unspecified,69618056000,,,
118987,HDFC Corporate Bond Fund - Growth Option - Direct Plan,INF179K01XD8,,direct,243042821000,,,
132848,HDFC Corporate Bond Fund - IDCW Option,INF179KA1D33,INF179KA1D25,unspecified,67083000,,,
132849,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,INF179KA1D17,,direct,66085000,,,
113071,HDFC Corporate Bond Fund - Quarterly IDCW Option,INF179K01DD0,INF179K01DE8,unspecified,158311000,,,
118986,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,INF179K01XB2,INF179K01XC0,direct,59931000,,,
151000,HSBC Corporate Bond Fund - Direct Annual IDCW,INF917K01VZ8,INF917K01VY1,direct,3630000,0.3,2026-08-02,LTMF/O/D/CBF/97/01/0001
150996,HSBC Corporate Bond Fund - Direct Growth,INF917K01HN3,,direct,44497670000,0.3,2026-08-02,LTMF/O/D/CBF/97/01/0001
150998,HSBC Corporate Bond Fund - Direct Quarterly IDCW,INF917K01HP8,INF917K01HO1,direct,7620000,0.3,2026-08-02,LTMF/O/D/CBF/97/01/0001
150997,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,INF917K01HR4,INF917K01HQ6,direct,454000,,,
151001,HSBC Corporate Bond Fund - Regular Annual IDCW,INF917K01WB7,INF917K01WA9,regular,3374000,0.6,2026-08-02,LTMF/O/D/CBF/97/01/0001
150992,HSBC Corporate Bond Fund - Regular Growth,INF917K01AH0,,regular,14466896000,0.6,2026-08-02,LTMF/O/D/CBF/97/01/0001
150993,HSBC Corporate Bond Fund - Regular Quarterly IDCW,INF917K01AF4,INF917K01AG2,regular,61967000,0.6,2026-08-02,LTMF/O/D/CBF/97/01/0001
150994,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,INF917K01AI8,INF917K01AJ6,regular,5014000,,,
150995,HSBC Corporate Bond Fund -Regular Plan - Bonus,INF917K01AK4,,regular,100463000,0.6,2026-08-02,LTMF/O/D/CBF/97/01/0001
130947,ICICI Prudential Corporate Bond Fund - Bonus,INF109KA1I84,,unspecified,,,,
111988,ICICI Prudential Corporate Bond Fund - Daily IDCW,INF109K01CR9,,unspecified,,,,
120695,ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW,INF109K013B8,,direct,,,,
120696,ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW,INF109K014B6,INF109K015B3,direct,,,,
120692,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,INF109K016B1,,direct,267568306000,,,
131152,ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option,INF109KA1N38,INF109KA1N20,direct,,,,
120697,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,INF109K017B9,INF109K018B7,direct,34964000,,,
120694,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,INF109K019B5,INF109K012C8,direct,33666000,,,
120693,ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW,INF109K010C2,INF109K011C0,direct,,,,
111990,ICICI Prudential Corporate Bond Fund - Fortnightly IDCW,INF109K01SJ2,INF109K01CS7,unspecified,,,,
111987,ICICI Prudential Corporate Bond Fund - Growth,INF109K01CQ1,,unspecified,49395075000,,,
131151,ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option,INF109KA1N12,INF109KA1N04,unspecified,,,,
111991,ICICI Prudential Corporate Bond Fund - Monthly IDCW,INF109K01SK0,INF109K01CT5,unspecified,205345000,,,
111982,ICICI Prudential Corporate Bond Fund - Premium Daily Dividend,INF109K01CL2,,unspecified,,,,
111985,ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend,INF109K01CO6,,unspecified,,,,
111989,ICICI Prudential Corporate Bond Fund - Weekly IDCW,INF109K01SL8,INF109K01SM6,unspecified,,,,
111992,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,INF109K01SN4,INF109K01SO2,unspecified,170423000,,,
111976,ICICI Prudential Corporate Bond Fund Retail Daily Dividend,INF109K01CF4,,unspecified,,,,
111978,ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend,INF109K01SF0,INF109K01CH0,unspecified,,,,
111972,ICICI Prudential Corporate Bond Fund Retail Growth,INF109K01CE7,,unspecified,,,,
111979,ICICI Prudential Corporate Bond Fund Retail Monthly Dividend,INF109K01QM0,INF109K01CI8,unspecified,,,,
111980,ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend,INF109K01FQ4,INF109K01CJ6,unspecified,,,,
111977,ICICI Prudential Corporate Bond Fund Retail Weekly Dividend,INF109K01SE3,INF109K01CG2,unspecified,,,,
148755,Mirae Asset Corporate Bond Fund Direct Growth Plan,INF769K01HD9,,direct,321140000,0.27,2026-08-02,MIRA/O/D/CBF/21/01/0025
148756,Mirae Asset Corporate Bond Fund Direct IDCW,INF769K01HC1,INF769K01HE7,direct,1965000,0.27,2026-08-02,MIRA/O/D/CBF/21/01/0025
148757,Mirae Asset Corporate Bond Fund Regular Growth,INF769K01HA5,,regular,130635000,0.67,2026-08-02,MIRA/O/D/CBF/21/01/0025
148758,Mirae Asset Corporate Bond Fund Regular IDCW,INF769K01GZ4,INF769K01HB3,regular,1781000,0.67,2026-08-02,MIRA/O/D/CBF/21/01/0025
109472,NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,,INF204K01EG7,unspecified,23475000,,,
118808,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,,INF204K01C23,direct,10431000,,,
125266,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,INF204KA1EO9,INF204KA1EP6,direct,7077000,,,
118809,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,INF204K01C56,INF204K01C64,direct,10112000,,,
118811,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,INF204K01C72,INF204K01C80,direct,4654000,,,
118812,NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,INF204K01C31,INF204K01C49,direct,2182000,,,
118807,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,INF204K01D63,,direct,147000,,,
118814,Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,INF204K01C15,,direct,79171706000,,,
100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,INF204KA12N8,,unspecified,6645000,,,
100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option,INF204K01EF9,,unspecified,12812215000,,,
125267,NIPPON INDIA CORPORATE BOND FUND - IDCW Option,INF204KA1EM3,INF204KA1EN1,unspecified,5028000,,,
100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,INF204K01EJ1,INF204K01EK9,unspecified,15452000,,,
100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,INF204K01EL7,INF204K01EM5,unspecified,11331000,,,
109473,NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,INF204K01EH5,INF204K01EI3,unspecified,4919000,,,
138317,PGIM India Corporate Bond Fund - Annual Dividend,INF223J01CY6,INF223J01CZ3,unspecified,473000,0.96,2026-08-02,PGIM/O/D/CBF/02/12/0002
138329,PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend,INF223J01OM6,,direct,4170000,0.37,2026-08-02,PGIM/O/D/CBF/02/12/0002
138330,PGIM India Corporate Bond Fund - Direct Plan - Growth,INF223J01OO2,,direct,276198000,0.37,2026-08-02,PGIM/O/D/CBF/02/12/0002
138331,PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend,INF223J01OP9,,direct,434000,0.37,2026-08-02,PGIM/O/D/CBF/02/12/0002
138332,PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend,INF223J01OR5,INF223J01OS3,direct,4854000,0.37,2026-08-02,PGIM/O/D/CBF/02/12/0002
138318,PGIM India Corporate Bond Fund - Growth,INF223J01DB2,,unspecified,539692000,0.96,2026-08-02,PGIM/O/D/CBF/02/12/0002
138316,PGIM India Corporate Bond Fund - Monthly Dividend,INF223J01DC0,INF223J01DD8,unspecified,7446000,0.96,2026-08-02,PGIM/O/D/CBF/02/12/0002
138323,PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,INF223J01CQ2,,unspecified,,,,
138315,PGIM India Corporate Bond Fund - Quarterly Dividend,INF223J01DE6,INF223J01DF3,unspecified,1973000,0.96,2026-08-02,PGIM/O/D/CBF/02/12/0002
138336,PGIM India Premier Bond Fund - Annual Bonus,INF223J01WZ1,,unspecified,,,,
